Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","18","Bhutan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","19","Bolivia (Plurinational State of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","80","Bosnia and Herzegovina","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","20","Botswana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.02","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.47","X","International reliable sources",""
"FS","Suite of Food Security Indicators","26","Brunei Darussalam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","27","Bulgaria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.33","X","International reliable sources",""
"FS","Suite of Food Security Indicators","233","Burkina Faso","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.93","X","International reliable sources",""
"FS","Suite of Food Security Indicators","29","Burundi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","35","Cabo Verde","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.77","X","International reliable sources",""
"FS","Suite of Food Security Indicators","115","Cambodia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","32","Cameroon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","33","Canada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","39","Chad","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.29","X","International reliable sources",""
"FS","Suite of Food Security Indicators","40","Chile","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","351","China","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.83","X","International reliable sources",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.43","X","International reliable sources",""
"FS","Suite of Food Security Indicators","41","China, mainland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.86","X","International reliable sources",""
"FS","Suite of Food Security Indicators","44","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.77","X","International reliable sources",""
"FS","Suite of Food Security Indicators","45","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","46","Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.53","X","International reliable sources",""
"FS","Suite of Food Security Indicators","47","Cook Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","48","Costa Rica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","107","Côte d'Ivoire","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","98","Croatia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.69","X","International reliable sources",""
"FS","Suite of Food Security Indicators","49","Cuba","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","50","Cyprus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","167","Czechia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","116","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","250","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","54","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","72","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.74","X","International reliable sources",""
"FS","Suite of Food Security Indicators","55","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","56","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","58","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","60","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","61","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","178","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.73","X","International reliable sources",""
"FS","Suite of Food Security Indicators","63","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","209","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","238","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.68","X","International reliable sources",""
"FS","Suite of Food Security Indicators","66","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","67","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","68","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","70","French Polynesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","74","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","75","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","73","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.37","X","International reliable sources",""
"FS","Suite of Food Security Indicators","79","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.59","X","International reliable sources",""
"FS","Suite of Food Security Indicators","81","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","84","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","85","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","86","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","89","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","90","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","175","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","91","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","93","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","95","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.56","X","International reliable sources",""
"FS","Suite of Food Security Indicators","97","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.81","X","International reliable sources",""
"FS","Suite of Food Security Indicators","99","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","100","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.76","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.93","X","International reliable sources",""
"FS","Suite of Food Security Indicators","103","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","104","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","105","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","106","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","109","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","110","Japan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","112","Jordan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.45","X","International reliable sources",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","114","Kenya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","83","Kiribati","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.88","X","International reliable sources",""
"FS","Suite of Food Security Indicators","118","Kuwait","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","119","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.46","X","International reliable sources",""
"FS","Suite of Food Security Indicators","121","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","122","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","123","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.33","X","International reliable sources",""
"FS","Suite of Food Security Indicators","124","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","126","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.78","X","International reliable sources",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.33","X","International reliable sources",""
"FS","Suite of Food Security Indicators","129","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","130","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.25","X","International reliable sources",""
"FS","Suite of Food Security Indicators","131","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","132","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.23","X","International reliable sources",""
"FS","Suite of Food Security Indicators","133","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.91","X","International reliable sources",""
"FS","Suite of Food Security Indicators","134","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.25","X","International reliable sources",""
"FS","Suite of Food Security Indicators","127","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","136","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","137","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.97","X","International reliable sources",""
"FS","Suite of Food Security Indicators","138","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","145","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","141","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.79","X","International reliable sources",""
"FS","Suite of Food Security Indicators","273","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","143","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.37","X","International reliable sources",""
"FS","Suite of Food Security Indicators","144","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.93","X","International reliable sources",""
"FS","Suite of Food Security Indicators","28","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","147","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","148","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","149","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","150","Netherlands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","156","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","158","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","159","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","160","Niue","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.25","X","International reliable sources",""
"FS","Suite of Food Security Indicators","162","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","221","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.75","X","International reliable sources",""
"FS","Suite of Food Security Indicators","165","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","180","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","299","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.66","X","International reliable sources",""
"FS","Suite of Food Security Indicators","166","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","168","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","169","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0","X","International reliable sources",""
"FS","Suite of Food Security Indicators","170","Peru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","171","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","173","Poland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","174","Portugal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","177","Puerto Rico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.48","X","International reliable sources",""
"FS","Suite of Food Security Indicators","179","Qatar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.66","X","International reliable sources",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","183","Romania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","184","Rwanda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.99","X","International reliable sources",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","244","Samoa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","195","Senegal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","272","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","196","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.79","X","International reliable sources",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","200","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","199","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.91","X","International reliable sources",""
"FS","Suite of Food Security Indicators","198","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","201","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","202","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","277","South Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.45","X","International reliable sources",""
"FS","Suite of Food Security Indicators","203","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","276","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.98","X","International reliable sources",""
"FS","Suite of Food Security Indicators","207","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","210","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.98","X","International reliable sources",""
"FS","Suite of Food Security Indicators","211","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","212","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","208","Tajikistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","216","Thailand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.75","X","International reliable sources",""
